"KOD","BIRTOKTER","MEGYEKOD","MEGYENEV","BIRTOKNEV","Y1382","Y13820","NEV_1382","Y1439","Y14390","NEVE_1439","Y1498","Y14980","NEVE_1498","v82_39","v39_98","v_82_98","v1","v2","v3"
"SM145","57.9","SM","Somogy m.","Kálmáncsehi","királyi","királyné","segesdi urad.","bárói","Marcali Imre és György","","bárói","Bátori György","babócsai urad.","királyi > bárói","bárói > bárói","királyi > bárói","11","9","17"
"BAR72","17.3","BAR","Baranya m.","Patacs","egyházi","apácák és székeskáptalan","pécsi","egyházi","apácák és székeskáptalan","pécsi","egyházi","apácák és székeskáptalan","pécsi","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"AD54","25.6","AD","Arad m.","Újlak","egyházi","bencések","bizerei apát","egyházi","bencések","bizerei apát","egyházi","bencések","bizerei apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"SM141","13.6","SM","Somogy m.","Adorján","nemesi","Gyor","Dombói","nemesi","","Dombai","nemesi","","Dombai","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"KÖ9","33.3","KÖ","Korös m.","Pósahegy","nemesi","","Surdis","bárói","Maróti László","","bárói","Bánfi Miklós (alsólendvai)","","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"SZF5","294.1","SZF","Szászföld","Szerdahely","királyi","szászok","","királyi","szászok","","királyi","Szászföld","Szerdahely szék","királyi > királyi","királyi > királyi","királyi > királyi","14","28","20"
"BAR148","12","BAR","Baranya m.","Ürög","egyházi","székeskáptalan","pécsi","egyházi","székeskáptalan","pécsi káptalan","egyházi","székeskáptalan","pécsi káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"SM140","9.4","SM","Somogy m.","Cserto","nemesi","Rátót","","bárói","Marcali Imre","","egyházi","pálosok","toldi","nemesi > bárói","bárói > egyházi","nemesi > egyházi","17","10","25"
"BAR18","8.6","BAR","Baranya m.","Helesfalva","nemesi","","Mekcsei","nemesi","","Mekcsei","nemesi","","Mekcsei","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"FH38","20.1","FH","Fehér m.","Galac","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BAR188","22.1","BAR","Baranya m.","Nagyboda","egyházi","püspök","pécsi","egyházi","püspök","pécsi püspök","egyházi","társaskáptalan","pécsi kisprépost","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"AD35","33.4","AD","Arad m.","Vinga","nemesi","Hermán","Lackfi","nemesi","","Botos András","bárói","Jaksics István","nagylaki urad.","nemesi > nemesi","nemesi > bárói","nemesi > bárói","20","32","24"
"KÖ35","18.8","KÖ","Korös m.","Szentiván","egyházi","johanniták","vránai perjel","egyházi","johanniták","vránai perjel","egyházi","johanniták","vránai perjel","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"AD52","11.6","AD","Arad m.","Szentandrás","egyházi","társaskáptalan","aradi","egyházi","társaskáptalan","aradi káptalan","egyházi","társaskáptalan","aradi káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"AD26","62.2","AD","Arad m.","Fülöpköve","nemesi","Csanád","Telegdi","nemesi","","Telegdi","nemesi","","Telegdi","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BAR25","20.9","BAR","Baranya m.","Zsibót","nemesi","","Rupolújvári","nemesi","","Antimus","nemesi","","Török Imre (enyingi)","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BAR48","7.3","BAR","Baranya m.","Cserdi","egyházi","johanniták","vránai perjel","egyházi","johanniták","vránai perjel","egyházi","johanniták","vránai perjel","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"KÖ33","16.9","KÖ","Korös m.","Szentmihály","egyházi","püspök","zágrábi","egyházi","püspök","zágrábi püspök","egyházi","püspök","zágrábi püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"SM121","28.5","SM","Somogy m.","Szulok","egyházi","johanniták","vránai perjel","egyházi","johanniták","vránai perjel","egyházi","johanniták","vránai perjel","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"CSD45","206.2","CSD","Csanád m.","Perjámos","királyi","királyi honor","temesi ispánság","nemesi","","Macedóniai","nemesi","","Macedóniai","királyi > nemesi","nemesi > nemesi","királyi > nemesi","15","36","21"
"BDG54","210.9","BDG","Bodrog m.","Gara","nemesi","","Töttös","bárói","Töttös László","","nemesi","","Várdai","nemesi > bárói","bárói > nemesi","nemesi > nemesi","17","13","28"
"BDG48","56.3","BDG","Bodrog m.","Tárnok","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"CSG32","89.1","CSG","Csongrád m.","Madaras","királyi","királyné","szegedi urad.","nemesi","","Hunyadi János","bárói","Pongrác Mátyás","szabadkai urad.","királyi > nemesi","nemesi > bárói","királyi > bárói","15","32","17"
"SM120","48.1","SM","Somogy m.","Erdocsokonya","királyi","királyné","segesdi urad.","bárói","Marcali Imre és György","","bárói","Bátori György","babócsai urad.","királyi > bárói","bárói > bárói","királyi > bárói","11","9","17"
"SM116","10","SM","Somogy m.","Alsóheresznye","nemesi","Hahót","Alsólendvai","bárói","Bánfi István és Pál (alsólendvai)","","bárói","Bátori György","babócsai urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"HD7","55.8","HD","Hunyad m.","Kéménd","nemesi","","Kéméndi","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"TS60","83.3","TS","Temes m.","Monostor","királyi","királyi honor","temesi ispánság","nemesi","","Tari Rupert","királyi","királyi honor","temesi ispán","királyi > nemesi","nemesi > királyi","királyi > királyi","15","35","20"
"SM142","33.9","SM","Somogy m.","Pata","nemesi","Rátót","","bárói","Marcali Imre","","bárói","Kanizsai György","patai urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"BAR19","2.2","BAR","Baranya m.","Boldogasszonyfalva","egyházi","püspök","pécsi","egyházi","püspök","pécsi püspök","egyházi","egyéb egyházi birtokos","pécsi helynök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"KÖ142","64.3","KÖ","Korös m.","Szerdahely","nemesi","Ákos","Mikcsfi","bárói","Tallóci Matkó","","bárói","Ernuszt János","","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"SM117","43.8","SM","Somogy m.","Bolhó","","","","bárói","Marcali Imre és György","","bárói","Bátori György","babócsai urad.","  > bárói","bárói > bárói","  > bárói","2","9","2"
"BDG27","50","BDG","Bodrog m.","Éld","egyházi","társaskáptalan","fehérvári","egyházi","társaskáptalan","fehérvári káptalan","egyházi","társaskáptalan","fehérvári káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"AD34","87.6","AD","Arad m.","Szécsény","nemesi","Hermán","Lackfi","bárói","Marcali Imre","","bárói","Jaksics István","nagylaki urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"AD27","96.3","AD","Arad m.","Kaprevár","nemesi","Csanád","Makófalvi","nemesi","","Makó","","ismeretlen birtokos","","nemesi > nemesi","nemesi >","nemesi >","20","31","23"
"AD28","143.9","AD","Arad m.","Szád","nemesi","Hermán","Lackfi","bárói","Garai László","","bárói","Corvin János","solymosi urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"SZF1","1231.3","SZF","Szászföld","Szászváros","királyi","szászok","","királyi","szászok","","királyi","Szászföld","Szászváros szék","királyi > királyi","királyi > királyi","királyi > királyi","14","28","20"
"SM256","9","SM","Somogy m.","Merenye","","","","nemesi","","Antimus","nemesi","","Török Imre (enyingi)","  > nemesi","nemesi > nemesi","  > nemesi","5","36","6"
"BAR78","3.3","BAR","Baranya m.","Bekefalva","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"AD33","65.6","AD","Arad m.","Mácsalaka","királyi","királyi honor","erdélyi vajda","nemesi","","Pósafi István","nemesi","","Ország Lorinc","királyi > nemesi","nemesi > nemesi","királyi > nemesi","15","36","21"
"BAR47","17.3","BAR","Baranya m.","Szentlorinc","egyházi","johanniták","vránai perjel","egyházi","johanniták","vránai perjel","egyházi","johanniták","vránai perjel","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"BAR20","86.9","BAR","Baranya m.","Nagyváty","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BAR24","10.3","BAR","Baranya m.","Botyka","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BAR76","3.7","BAR","Baranya m.","Nagykozár","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"CSD61","81.9","CSD","Csanád m.","Révkanizsa","királyi","királyi honor","temesi ispánság","bárói","Csáki Ferenc","","nemesi","","Csáki","királyi > bárói","bárói > nemesi","királyi > nemesi","11","13","21"
"FH14","77.1","FH","Fehér m.","Vizakna","királyi","sóbányaváros","","királyi","sókamara","","királyi","sókamara","","királyi > királyi","királyi > királyi","királyi > királyi","14","28","20"
"BAR126","12.4","BAR","Baranya m.","Bár","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"FH30","573.1","FH","Fehér m.","Kissebes","nemesi","","Kelneki","nemesi","","Nádasi Mihály","nemesi","","Vizaknai","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"HD10","38.7","HD","Hunyad m.","Bábolna","egyházi","bencések","bulcsi apát","egyházi","bencések","bulcsi apát","egyházi","bencések","bulcsi apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"BAR79","43.4","BAR","Baranya m.","Ellend","nemesi","Csém","Gyulai","nemesi","","Gyulai","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SM231","8.6","SM","Somogy m.","Aracs","","","","","","","nemesi","","Perneszi","  >","  > nemesi","  > nemesi","1","6","6"
"AD49","36.3","AD","Arad m.","Szintár","","","","","","","vegyes","","csanádi kápt., nemesek","  >","  > vegyes","  > vegyes","1","7","7"
"KÖ167","38.6","KÖ","Korös m.","Bradna","nemesi","Rátót","Paksi","nemesi","","Paksi","nemesi","","Paksi","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SM139","2.5","SM","Somogy m.","Szólátszenterzséb","nemesi","Gyor","Szenterzsébeti","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SM137","31","SM","Somogy m.","Sziget","nemesi","","Antimus","nemesi","","Antimus","nemesi","","Török Imre (enyingi)","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BAR73","5.6","BAR","Baranya m.","Megyer","egyházi","apácák és székeskáptalan","pécsi","egyházi","apácák és székeskáptalan","pécsi","egyházi","apácák és székeskáptalan","pécsi","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"BAR107","4","BAR","Baranya m.","Látrány","egyházi","székeskáptalan","pécsi","egyházi","székeskáptalan","pécsi káptalan","egyházi","székeskáptalan","pécsi káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"HD17","464.8","HD","Hunyad m.","Jófo","királyi","királyi honor","erdélyi vajda","királyi","királyi honor","erdélyi vajda","királyi","királyi honor","erdélyi vajda","királyi > királyi","királyi > királyi","királyi > királyi","14","28","20"
"BAR49","10.1","BAR","Baranya m.","Tarcsa","nemesi","","Baksai","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BAR127","24.6","BAR","Baranya m.","Csele","egyházi","apácák","nyulakszigeti bencések","egyházi","apácák","nyulakszigeti bencések","egyházi","apácák","nyulakszigeti bencések","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"KÖ10","53.7","KÖ","Korös m.","Rojcsa","királyi","királyi honor","szlavón bán","nemesi","","Szerdahelyi Ders","nemesi","","Dersfi","királyi > nemesi","nemesi > nemesi","királyi > nemesi","15","36","21"
"BAR183","10.8","BAR","Baranya m.","Kéménd","nemesi","Csém","Kéméndi","nemesi","","Kéméndi","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"CSG29","30.3","CSG","Csongrád m.","Gyékéntó","nemesi","Dorozsma","Szentmihályi","bárói","Garai László","","","ismeretlen birtokos","","nemesi > bárói","bárói >","nemesi >","17","8","23"
"KÖ16","11.6","KÖ","Korös m.","Netécs","nemesi","Ákos","Mikcsfi","bárói","Tallóci Matkó","","egyházi","társaskáptalan","fehérvári káptalan","nemesi > bárói","bárói > egyházi","nemesi > egyházi","17","10","25"
"SM118","53.2","SM","Somogy m.","Babócsa","nemesi","Ákos","Mikcsfi","bárói","Marcali Imre és György","","bárói","Bátori György","babócsai urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"SM143","32.2","SM","Somogy m.","Dobsza","egyházi","társaskáptalan","fehérvári orkanonok","egyházi","társaskáptalan","fehérvári orkanonok","egyházi","társaskáptalan","fehérvári orkanonok","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"BAR21","4","BAR","Baranya m.","Csontamindszent","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"HD15","43.4","HD","Hunyad m.","Bencenc","nemesi","","Aranyi","nemesi","","Aranyi","nemesi","","Macskási Tárnok","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SM119","72.2","SM","Somogy m.","Valkó","","","","","","","bárói","Bátori György","babócsai urad.","  >","  > bárói","  > bárói","1","2","2"
"BAR190","18.1","BAR","Baranya m.","Nagyárpád","egyházi","székeskáptalan","pécsi","egyházi","székeskáptalan","pécsi káptalan","egyházi","székeskáptalan","pécsi káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"KÖ15","18.1","KÖ","Korös m.","Szentmihály","egyházi","püspök","zágrábi","egyházi","püspök","zágrábi püspök","egyházi","püspök","zágrábi püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"BAR77","9.5","BAR","Baranya m.","Sarlós","egyházi","püspök és káptalan","pécsi püspök és káptalan","egyházi","püspök és káptalan","pécsi püspök és káptalan","egyházi","püspök és káptalan","pécsi püspök és káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"BAR23","1.4","BAR","Baranya m.","Szentdemeter","","","","","","","","ismeretlen birtokos","","  >","  >","  >","1","1","1"
"SM55","19.7","SM","Somogy m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"HD9","42.2","HD","Hunyad m.","Rápolt","nemesi","","Rápolti","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"KÖ36","17","KÖ","Korös m.","Körös","királyi","város","","királyi","királyi honor","szlavón bán","királyi","királyi honor","szlavón bán","királyi > királyi","királyi > királyi","királyi > királyi","14","28","20"
"KÖ17","123.3","KÖ","Korös m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"HD11","24.4","HD","Hunyad m.","Folt","nemesi","Ákos","Illyei-ág","nemesi","","Illyei és Folti","nemesi","","Dienessi és Folti","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"ZB43","36.9","ZB","Zágráb m.","Szusobreg","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BAR52","29.4","BAR","Baranya m.","Pellérd","nemesi","Aba","Nekcsei","nemesi","","Bika és Istvánfi","nemesi","","Bika, Istvánfi","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"ZB44","86.2","ZB","Zágráb m.","Bisztrica","nemesi","","Ludbregi","nemesi","","Ludbregi","nemesi","","Bradács","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SM144","37.6","SM","Somogy m.","Istvándi","","","","nemesi","","Garázda","egyházi","püspök","pécsi püspök","  > nemesi","nemesi > egyházi","  > egyházi","5","33","3"
